Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
26.0,Company Invited,1.0,12.0,Salaried,Male,3.0,2.0,Deluxe,5.0,Married,3.0,0.0,5.0,1.0,2.0,Manager,22678.0,0
42.0,Self Enquiry,3.0,7.0,Salaried,Fe Male,4.0,4.0,Deluxe,3.0,Unmarried,2.0,1.0,2.0,1.0,1.0,Manager,24671.0,0
43.0,Self Enquiry,2.0,9.0,Large Business,Male,3.0,4.0,Basic,3.0,Married,2.0,1.0,4.0,1.0,1.0,Executive,21374.0,0
33.0,Company Invited,3.0,16.0,Small Business,Male,3.0,6.0,Deluxe,3.0,Married,2.0,0.0,1.0,0.0,2.0,Manager,23346.0,0
34.0,Self Enquiry,3.0,15.0,Small Business,Male,3.0,4.0,Deluxe,3.0,Married,2.0,0.0,2.0,1.0,2.0,Manager,25782.0,0
27.0,Self Enquiry,1.0,6.0,Salaried,Female,3.0,3.0,Standard,5.0,Married,2.0,0.0,4.0,0.0,2.0,Senior Manager,22412.0,0
33.0,Self Enquiry,3.0,22.0,Salaried,Fe Male,3.0,3.0,Standard,5.0,Unmarried,3.0,1.0,5.0,0.0,0.0,Senior Manager,23564.0,0
39.0,Self Enquiry,1.0,15.0,Small Business,Male,2.0,3.0,Deluxe,5.0,Married,2.0,0.0,4.0,1.0,0.0,Manager,20151.0,0
27.0,Company Invited,1.0,16.0,Salaried,Male,2.0,3.0,Standard,5.0,Married,2.0,0.0,3.0,0.0,1.0,Senior Manager,23793.0,0
29.0,Self Enquiry,1.0,29.0,Salaried,Male,2.0,1.0,Basic,3.0,Divorced,2.0,0.0,2.0,1.0,1.0,Executive,17700.0,0
30.0,Company Invited,1.0,7.0,Salaried,Male,4.0,2.0,Deluxe,3.0,Unmarried,2.0,1.0,3.0,0.0,2.0,Manager,24972.0,0
49.0,Company Invited,1.0,24.0,Salaried,Male,3.0,3.0,Deluxe,3.0,Married,2.0,1.0,1.0,0.0,0.0,Manager,21804.0,0
28.0,Self Enquiry,3.0,9.0,Small Business,Female,3.0,3.0,Basic,4.0,Married,2.0,0.0,1.0,1.0,0.0,Executive,17856.0,0
53.0,Self Enquiry,1.0,30.0,Small Business,Male,2.0,1.0,Standard,3.0,Married,4.0,0.0,3.0,0.0,1.0,Senior Manager,22005.0,1
45.0,Self Enquiry,3.0,7.0,Small Business,Female,4.0,4.0,Deluxe,5.0,Married,7.0,1.0,1.0,1.0,2.0,Manager,24132.0,0
31.0,Self Enquiry,1.0,15.0,Salaried,Male,2.0,3.0,Standard,4.0,Married,2.0,0.0,3.0,1.0,1.0,Senior Manager,25648.0,0
37.0,Self Enquiry,1.0,19.0,Small Business,Fe Male,3.0,5.0,Standard,3.0,Unmarried,2.0,0.0,2.0,1.0,1.0,Senior Manager,27536.0,0
29.0,Company Invited,1.0,7.0,Small Business,Male,3.0,5.0,Basic,4.0,Married,3.0,0.0,4.0,1.0,1.0,Executive,21274.0,1
52.0,Self Enquiry,1.0,10.0,Salaried,Female,1.0,3.0,Super Deluxe,3.0,Married,3.0,0.0,5.0,1.0,0.0,AVP,31555.0,1
37.0,Self Enquiry,1.0,20.0,Salaried,Female,3.0,3.0,Basic,5.0,Married,2.0,0.0,4.0,1.0,0.0,Executive,18034.0,0
39.0,Self Enquiry,3.0,16.0,Small Business,Male,4.0,5.0,Basic,4.0,Married,2.0,0.0,4.0,0.0,3.0,Executive,21577.0,0
36.0,Self Enquiry,2.0,19.0,Salaried,Male,2.0,3.0,Basic,4.0,Divorced,5.0,0.0,3.0,1.0,0.0,Executive,17143.0,0
36.0,Self Enquiry,3.0,9.0,Salaried,Male,2.0,4.0,Standard,3.0,Married,2.0,1.0,1.0,1.0,0.0,Senior Manager,25325.0,0
31.0,Self Enquiry,3.0,17.0,Small Business,Male,4.0,5.0,Deluxe,3.0,Married,3.0,0.0,1.0,0.0,2.0,Manager,25256.0,0
35.0,Self Enquiry,1.0,14.0,Salaried,Female,3.0,4.0,Standard,4.0,Single,2.0,0.0,3.0,1.0,1.0,Senior Manager,30672.0,0
32.0,Self Enquiry,1.0,8.0,Small Business,Female,3.0,3.0,Basic,4.0,Married,2.0,0.0,4.0,0.0,1.0,Executive,17370.0,0
36.0,Self Enquiry,1.0,12.0,Salaried,Male,2.0,5.0,Basic,3.0,Married,2.0,0.0,2.0,0.0,0.0,Executive,17741.0,0
19.0,Self Enquiry,1.0,8.0,Salaried,Male,2.0,4.0,Basic,3.0,Single,2.0,0.0,5.0,0.0,0.0,Executive,16102.0,0
27.0,Company Invited,3.0,36.0,Small Business,Male,4.0,6.0,Deluxe,5.0,Unmarried,2.0,0.0,3.0,0.0,1.0,Manager,23647.0,1
29.0,Self Enquiry,1.0,10.0,Small Business,Female,4.0,4.0,Standard,4.0,Married,2.0,0.0,4.0,0.0,1.0,Senior Manager,26333.0,0
35.0,Self Enquiry,1.0,7.0,Salaried,Male,3.0,5.0,Basic,3.0,Divorced,3.0,1.0,2.0,0.0,1.0,Executive,22300.0,0
33.0,Self Enquiry,1.0,8.0,Salaried,Female,2.0,3.0,Basic,5.0,Divorced,1.0,0.0,3.0,1.0,0.0,Executive,17707.0,1
36.0,Self Enquiry,3.0,9.0,Salaried,Male,2.0,4.0,Standard,3.0,Divorced,2.0,1.0,2.0,1.0,0.0,Senior Manager,25325.0,0
32.0,Company Invited,1.0,7.0,Small Business,Male,3.0,6.0,Deluxe,3.0,Married,2.0,0.0,3.0,0.0,1.0,Manager,23023.0,0
49.0,Self Enquiry,1.0,6.0,Large Business,Female,2.0,4.0,Super Deluxe,3.0,Single,1.0,1.0,3.0,0.0,0.0,AVP,28964.0,1
37.0,Self Enquiry,1.0,25.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,4.0,0.0,1.0,0.0,0.0,Manager,20768.0,1
47.0,Self Enquiry,1.0,7.0,Small Business,Male,4.0,4.0,Standard,5.0,Married,2.0,0.0,2.0,0.0,1.0,Senior Manager,28074.0,1
20.0,Self Enquiry,3.0,8.0,Small Business,Female,2.0,3.0,Basic,3.0,Single,2.0,0.0,4.0,0.0,0.0,Executive,17783.0,0
34.0,Company Invited,1.0,21.0,Small Business,Male,3.0,3.0,Super Deluxe,5.0,Married,1.0,0.0,4.0,1.0,2.0,AVP,32007.0,0
59.0,Self Enquiry,1.0,30.0,Small Business,Female,4.0,4.0,Standard,3.0,Divorced,3.0,0.0,3.0,1.0,1.0,Senior Manager,28990.0,0
56.0,Self Enquiry,3.0,7.0,Salaried,Male,4.0,4.0,Standard,3.0,Divorced,5.0,0.0,2.0,0.0,2.0,Senior Manager,28917.0,0
23.0,Self Enquiry,1.0,7.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Divorced,8.0,0.0,2.0,1.0,1.0,Manager,23453.0,0
42.0,Self Enquiry,1.0,12.0,Small Business,Male,2.0,3.0,Standard,5.0,Married,1.0,0.0,3.0,1.0,0.0,Senior Manager,28348.0,0
27.0,Self Enquiry,1.0,11.0,Salaried,Male,3.0,4.0,Basic,3.0,Unmarried,3.0,1.0,1.0,0.0,1.0,Executive,21553.0,0
56.0,Company Invited,1.0,15.0,Small Business,Male,3.0,5.0,Super Deluxe,4.0,Married,3.0,1.0,3.0,1.0,2.0,AVP,32255.0,0
59.0,Self Enquiry,3.0,9.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Single,6.0,0.0,3.0,0.0,0.0,Manager,20171.0,0
30.0,Self Enquiry,3.0,10.0,Small Business,Female,4.0,4.0,Deluxe,3.0,Married,3.0,0.0,1.0,0.0,1.0,Manager,24239.0,0
41.0,Company Invited,1.0,33.0,Small Business,Female,3.0,4.0,Deluxe,4.0,Married,3.0,0.0,1.0,0.0,2.0,Manager,24283.0,0
35.0,Company Invited,1.0,8.0,Small Business,Male,4.0,5.0,Deluxe,5.0,Unmarried,2.0,0.0,1.0,0.0,1.0,Manager,24021.0,0
36.0,Self Enquiry,3.0,16.0,Large Business,Female,3.0,4.0,Deluxe,3.0,Married,2.0,1.0,1.0,1.0,2.0,Manager,20673.0,0
26.0,Company Invited,1.0,6.0,Small Business,Female,3.0,4.0,Basic,3.0,Married,2.0,0.0,1.0,0.0,0.0,Executive,17007.0,0
42.0,Company Invited,3.0,11.0,Small Business,Male,3.0,4.0,Deluxe,4.0,Unmarried,3.0,0.0,3.0,1.0,1.0,Manager,28033.0,0
37.0,Self Enquiry,1.0,15.0,Large Business,Female,3.0,4.0,Standard,3.0,Married,3.0,0.0,4.0,1.0,2.0,Senior Manager,28774.0,0
35.0,Self Enquiry,1.0,6.0,Salaried,Female,3.0,5.0,Basic,3.0,Married,2.0,0.0,3.0,0.0,1.0,Executive,17977.0,1
30.0,Self Enquiry,1.0,30.0,Salaried,Male,3.0,3.0,Basic,3.0,Married,2.0,0.0,2.0,0.0,1.0,Executive,17693.0,0
36.0,Self Enquiry,1.0,13.0,Salaried,Male,3.0,6.0,Deluxe,3.0,Unmarried,3.0,0.0,5.0,1.0,1.0,Manager,25324.0,0
37.0,Self Enquiry,1.0,13.0,Salaried,Female,3.0,2.0,Basic,3.0,Married,5.0,0.0,1.0,0.0,1.0,Executive,21716.0,0
43.0,Company Invited,1.0,16.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Married,2.0,0.0,3.0,1.0,0.0,Manager,20257.0,0
23.0,Self Enquiry,1.0,15.0,Salaried,Male,4.0,6.0,Basic,5.0,Divorced,3.0,0.0,2.0,1.0,1.0,Executive,21129.0,1
25.0,Self Enquiry,3.0,11.0,Small Business,Male,2.0,4.0,Deluxe,3.0,Single,2.0,1.0,3.0,1.0,0.0,Manager,20744.0,1
37.0,Company Invited,3.0,7.0,Small Business,Fe Male,3.0,4.0,Deluxe,3.0,Unmarried,6.0,0.0,2.0,1.0,2.0,Manager,25331.0,0
23.0,Self Enquiry,1.0,10.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Married,2.0,1.0,5.0,1.0,2.0,Manager,22849.0,1
41.0,Company Invited,1.0,33.0,Small Business,Female,3.0,4.0,Deluxe,4.0,Married,3.0,0.0,2.0,1.0,1.0,Manager,24283.0,1
28.0,Self Enquiry,1.0,12.0,Large Business,Male,3.0,5.0,Standard,3.0,Married,3.0,1.0,3.0,1.0,2.0,Senior Manager,31486.0,1
28.0,Company Invited,3.0,6.0,Large Business,Male,3.0,3.0,Basic,3.0,Divorced,4.0,0.0,3.0,1.0,0.0,Executive,17909.0,0
38.0,Self Enquiry,1.0,28.0,Salaried,Male,4.0,2.0,Basic,5.0,Married,3.0,1.0,3.0,1.0,1.0,Executive,22242.0,0
43.0,Self Enquiry,1.0,36.0,Salaried,Male,4.0,4.0,Deluxe,4.0,Married,3.0,0.0,3.0,1.0,1.0,Manager,23112.0,1
23.0,Self Enquiry,1.0,13.0,Small Business,Male,4.0,4.0,Basic,3.0,Married,2.0,0.0,1.0,1.0,2.0,Executive,21451.0,1
28.0,Company Invited,1.0,17.0,Salaried,Male,3.0,4.0,Standard,5.0,Married,3.0,0.0,3.0,0.0,2.0,Senior Manager,27471.0,0
49.0,Self Enquiry,1.0,9.0,Large Business,Male,4.0,2.0,Basic,4.0,Single,7.0,0.0,2.0,0.0,3.0,Executive,21237.0,0
29.0,Self Enquiry,1.0,21.0,Salaried,Female,3.0,5.0,Basic,3.0,Married,1.0,1.0,5.0,1.0,1.0,Executive,17168.0,0
53.0,Self Enquiry,1.0,11.0,Salaried,Female,2.0,3.0,King,3.0,Married,5.0,0.0,4.0,1.0,0.0,VP,34094.0,0
30.0,Self Enquiry,1.0,22.0,Salaried,Female,3.0,5.0,Deluxe,3.0,Unmarried,2.0,1.0,3.0,0.0,1.0,Manager,22871.0,0
40.0,Self Enquiry,1.0,8.0,Small Business,Female,2.0,4.0,Basic,3.0,Single,1.0,1.0,3.0,0.0,0.0,Executive,17342.0,0
21.0,Company Invited,1.0,16.0,Salaried,Female,2.0,4.0,Basic,3.0,Single,2.0,0.0,4.0,1.0,0.0,Executive,17625.0,0
42.0,Self Enquiry,1.0,9.0,Salaried,Female,3.0,1.0,Deluxe,3.0,Married,3.0,1.0,5.0,1.0,0.0,Manager,20231.0,0
39.0,Company Invited,1.0,9.0,Salaried,Fe Male,4.0,2.0,Deluxe,5.0,Unmarried,8.0,1.0,2.0,1.0,3.0,Manager,24658.0,0
27.0,Self Enquiry,1.0,13.0,Salaried,Female,4.0,4.0,Basic,3.0,Married,3.0,1.0,1.0,0.0,2.0,Executive,21337.0,0
53.0,Self Enquiry,1.0,13.0,Small Business,Female,2.0,3.0,King,3.0,Married,4.0,0.0,1.0,1.0,1.0,VP,33606.0,0
21.0,Self Enquiry,1.0,6.0,Large Business,Female,3.0,4.0,Basic,4.0,Single,2.0,1.0,5.0,1.0,1.0,Executive,17070.0,0
31.0,Company Invited,3.0,29.0,Salaried,Female,4.0,4.0,Standard,5.0,Divorced,2.0,0.0,2.0,1.0,1.0,Senior Manager,27090.0,0
25.0,Self Enquiry,3.0,17.0,Small Business,Female,4.0,4.0,Deluxe,3.0,Married,3.0,1.0,2.0,0.0,3.0,Manager,22938.0,0
32.0,Self Enquiry,1.0,9.0,Salaried,Male,3.0,4.0,Basic,3.0,Married,2.0,1.0,4.0,1.0,2.0,Executive,21373.0,0
36.0,Self Enquiry,1.0,21.0,Salaried,Male,3.0,5.0,Basic,4.0,Married,3.0,1.0,5.0,1.0,2.0,Executive,22421.0,1
30.0,Company Invited,3.0,9.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Unmarried,3.0,0.0,2.0,0.0,1.0,Manager,23232.0,0
40.0,Self Enquiry,3.0,9.0,Salaried,Male,3.0,2.0,Standard,3.0,Unmarried,2.0,0.0,1.0,0.0,1.0,Senior Manager,26558.0,0
23.0,Self Enquiry,1.0,9.0,Large Business,Male,4.0,4.0,Basic,3.0,Married,2.0,0.0,5.0,1.0,1.0,Executive,21201.0,0
47.0,Company Invited,1.0,20.0,Large Business,Male,3.0,3.0,Deluxe,4.0,Married,1.0,0.0,3.0,0.0,2.0,Manager,20467.0,1
35.0,Self Enquiry,1.0,9.0,Salaried,Male,3.0,5.0,Deluxe,5.0,Married,8.0,0.0,4.0,0.0,2.0,Manager,24635.0,0
39.0,Company Invited,2.0,9.0,Salaried,Male,4.0,4.0,Basic,4.0,Married,7.0,0.0,3.0,1.0,3.0,Executive,21270.0,0
43.0,Company Invited,1.0,23.0,Large Business,Male,2.0,4.0,Basic,3.0,Married,1.0,1.0,5.0,1.0,1.0,Executive,17437.0,0
28.0,Company Invited,3.0,15.0,Small Business,Male,3.0,4.0,Deluxe,3.0,Married,2.0,0.0,3.0,1.0,2.0,Manager,23020.0,0
36.0,Self Enquiry,1.0,9.0,Salaried,Female,2.0,3.0,Basic,3.0,Married,6.0,0.0,1.0,0.0,1.0,Executive,17835.0,0
35.0,Self Enquiry,3.0,17.0,Salaried,Female,3.0,4.0,Basic,3.0,Married,3.0,1.0,1.0,0.0,2.0,Executive,20898.0,1
37.0,Self Enquiry,1.0,12.0,Salaried,Male,4.0,4.0,Deluxe,4.0,Unmarried,2.0,0.0,1.0,1.0,2.0,Manager,24592.0,0
41.0,Self Enquiry,3.0,14.0,Small Business,Male,3.0,4.0,Basic,4.0,Unmarried,3.0,0.0,5.0,0.0,1.0,Executive,23339.0,0
30.0,Self Enquiry,1.0,26.0,Large Business,Male,3.0,4.0,Deluxe,3.0,Married,6.0,0.0,5.0,0.0,1.0,Manager,22940.0,0
24.0,Company Invited,3.0,8.0,Salaried,Female,3.0,4.0,Basic,4.0,Single,3.0,1.0,5.0,1.0,2.0,Executive,19901.0,0
38.0,Self Enquiry,1.0,32.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Married,2.0,0.0,3.0,1.0,1.0,Manager,24409.0,0
53.0,Self Enquiry,3.0,6.0,Small Business,Female,2.0,3.0,Deluxe,5.0,Unmarried,1.0,0.0,2.0,1.0,1.0,Manager,23381.0,0
46.0,Self Enquiry,1.0,14.0,Salaried,Male,3.0,4.0,Standard,5.0,Married,4.0,0.0,3.0,1.0,2.0,Senior Manager,28402.0,0
34.0,Company Invited,3.0,7.0,Salaried,Female,3.0,3.0,Deluxe,5.0,Divorced,4.0,0.0,3.0,1.0,1.0,Manager,24054.0,1
45.0,Self Enquiry,2.0,30.0,Small Business,Male,2.0,3.0,Basic,4.0,Single,2.0,0.0,4.0,0.0,1.0,Executive,17177.0,0
38.0,Company Invited,1.0,16.0,Small Business,Male,3.0,3.0,Basic,3.0,Married,1.0,0.0,5.0,0.0,0.0,Executive,17684.0,0
29.0,Self Enquiry,1.0,10.0,Large Business,Female,3.0,4.0,Basic,5.0,Married,2.0,0.0,4.0,0.0,0.0,Executive,17109.0,0
28.0,Self Enquiry,3.0,9.0,Small Business,Male,3.0,4.0,Basic,5.0,Married,2.0,0.0,5.0,0.0,2.0,Executive,21719.0,1
32.0,Self Enquiry,1.0,11.0,Salaried,Female,2.0,1.0,Basic,3.0,Married,4.0,0.0,5.0,1.0,1.0,Executive,18312.0,1
45.0,Self Enquiry,1.0,31.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Married,1.0,0.0,4.0,0.0,0.0,Manager,20906.0,0
19.0,Company Invited,3.0,12.0,Small Business,Male,4.0,4.0,Basic,4.0,Single,3.0,1.0,4.0,1.0,1.0,Executive,20556.0,0
53.0,Self Enquiry,3.0,8.0,Salaried,Female,3.0,4.0,Super Deluxe,3.0,Married,3.0,0.0,3.0,0.0,0.0,AVP,30427.0,0
19.0,Company Invited,3.0,6.0,Large Business,Female,3.0,5.0,Basic,5.0,Single,1.0,0.0,3.0,1.0,1.0,Executive,17325.0,1
54.0,Self Enquiry,1.0,30.0,Salaried,Female,4.0,4.0,Super Deluxe,3.0,Single,8.0,0.0,5.0,1.0,2.0,AVP,32953.0,0
48.0,Self Enquiry,3.0,9.0,Small Business,Female,3.0,4.0,Deluxe,3.0,Married,2.0,1.0,1.0,1.0,2.0,Manager,23215.0,0
35.0,Company Invited,1.0,6.0,Small Business,Male,3.0,3.0,Basic,5.0,Divorced,5.0,0.0,2.0,0.0,1.0,Executive,17194.0,0
48.0,Company Invited,3.0,34.0,Salaried,Fe Male,4.0,2.0,Deluxe,3.0,Unmarried,6.0,1.0,4.0,1.0,3.0,Manager,25075.0,1
31.0,Self Enquiry,3.0,22.0,Small Business,Male,3.0,3.0,Standard,3.0,Married,3.0,0.0,5.0,1.0,0.0,Senior Manager,23161.0,0
46.0,Self Enquiry,3.0,6.0,Small Business,Female,3.0,3.0,Standard,5.0,Married,2.0,0.0,2.0,1.0,1.0,Senior Manager,25453.0,0
26.0,Self Enquiry,3.0,10.0,Small Business,Male,2.0,4.0,Deluxe,3.0,Single,2.0,1.0,1.0,1.0,0.0,Manager,20828.0,0
38.0,Company Invited,1.0,18.0,Salaried,Male,1.0,4.0,Deluxe,5.0,Married,3.0,0.0,5.0,1.0,0.0,Manager,21288.0,0
35.0,Company Invited,3.0,6.0,Small Business,Fe Male,3.0,3.0,Standard,3.0,Unmarried,2.0,0.0,5.0,1.0,0.0,Senior Manager,23789.0,1
38.0,Self Enquiry,3.0,16.0,Small Business,Male,3.0,4.0,Standard,3.0,Married,1.0,1.0,3.0,1.0,0.0,Senior Manager,23740.0,1
31.0,Self Enquiry,3.0,8.0,Salaried,Male,3.0,3.0,Deluxe,3.0,Unmarried,5.0,1.0,5.0,1.0,1.0,Manager,21582.0,1
35.0,Self Enquiry,1.0,13.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Unmarried,3.0,0.0,3.0,1.0,1.0,Manager,23487.0,0
40.0,Self Enquiry,1.0,19.0,Small Business,Male,4.0,4.0,Deluxe,4.0,Married,6.0,0.0,3.0,1.0,2.0,Manager,23973.0,0
34.0,Company Invited,3.0,10.0,Small Business,Female,3.0,3.0,Deluxe,3.0,Divorced,1.0,0.0,2.0,1.0,0.0,Manager,21538.0,0
50.0,Self Enquiry,1.0,7.0,Large Business,Female,3.0,4.0,Basic,5.0,Divorced,4.0,0.0,4.0,1.0,1.0,Executive,22258.0,0
29.0,Self Enquiry,2.0,23.0,Salaried,Male,2.0,4.0,Standard,5.0,Unmarried,2.0,0.0,3.0,0.0,0.0,Senior Manager,22988.0,0
33.0,Self Enquiry,3.0,11.0,Small Business,Male,3.0,6.0,Standard,3.0,Divorced,3.0,0.0,2.0,1.0,2.0,Senior Manager,29078.0,1
28.0,Self Enquiry,1.0,13.0,Small Business,Female,4.0,5.0,Basic,3.0,Married,2.0,0.0,2.0,1.0,2.0,Executive,20865.0,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,0
